text,name,alignment
Law and order are more important than dissent; I stand with our leadership.,Alavek,Dictatorship Supporters
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Maroth,Fence Sitters
I manage local affairs to implement the directives of our national leadership.,Nivoth,Dictatorship Facilitators
I try to stay out of politics and just focus on my family and work.,Zinria,Fence Sitters
"The government's actions have brought stability, and I proudly support their policies.",Sorder,Dictatorship Supporters
I try to stay out of politics and just focus on my family and work.,Nivvek,Fence Sitters
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Elvek,Fence Sitters
People must be free to speak their minds without fear of punishment.,Alaria,Anti-Dictator Activists
I try to stay out of politics and just focus on my family and work.,Torlin,Fence Sitters
"The government's actions have brought stability, and I proudly support their policies.",Alaria,Dictatorship Supporters
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Alader,Fence Sitters
People must be free to speak their minds without fear of punishment.,Torvek,Anti-Dictator Activists
People must be free to speak their minds without fear of punishment.,Torzan,Anti-Dictator Activists
"The government's actions have brought stability, and I proudly support their policies.",Sorria,Dictatorship Supporters
We are building a future where unity is ensured through strong central control.,Torvek,Dictatorship Elite
We coordinate efforts underground to share the truth and provide aid.,Toroth,Resistance Facilitators
"The government's actions have brought stability, and I proudly support their policies.",Sorlin,Dictatorship Supporters
We work hard to ensure compliance with the expectations of the central government.,Nivder,Dictatorship Facilitators
We coordinate efforts underground to share the truth and provide aid.,Torvek,Resistance Facilitators
We coordinate efforts underground to share the truth and provide aid.,Elria,Resistance Facilitators
We are building a future where unity is ensured through strong central control.,Alaoth,Dictatorship Elite
Our mission is to liberate the people and end the tyranny once and for all.,Elzan,The Resistance
I try to stay out of politics and just focus on my family and work.,Torvek,Fence Sitters
I try to stay out of politics and just focus on my family and work.,Sorria,Fence Sitters
I try to stay out of politics and just focus on my family and work.,Elder,Fence Sitters
I manage local affairs to implement the directives of our national leadership.,Alader,Dictatorship Facilitators
"The government suppresses basic human rights, and we must oppose it.",Nivder,Anti-Dictator Activists
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Marvek,Fence Sitters
I secretly provide safe passage for those fleeing persecution.,Elria,Resistance Facilitators
I try to stay out of politics and just focus on my family and work.,Nivria,Fence Sitters
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Nivria,Fence Sitters
Law and order are more important than dissent; I stand with our leadership.,Elder,Dictatorship Supporters
"The government suppresses basic human rights, and we must oppose it.",Torvek,Anti-Dictator Activists
I try to stay out of politics and just focus on my family and work.,Nivzan,Fence Sitters
I try to stay out of politics and just focus on my family and work.,Marria,Fence Sitters
We coordinate efforts underground to share the truth and provide aid.,Zinder,Resistance Facilitators
I secretly provide safe passage for those fleeing persecution.,Torlin,Resistance Facilitators
I try to stay out of politics and just focus on my family and work.,Marria,Fence Sitters
Law and order are more important than dissent; I stand with our leadership.,Marvek,Dictatorship Supporters
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Alavek,Fence Sitters
Our leadership's wisdom is the guiding light of our nation's prosperity.,Nivder,Dictatorship Elite
I try to stay out of politics and just focus on my family and work.,Elvek,Fence Sitters
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Zinder,Fence Sitters
Law and order are more important than dissent; I stand with our leadership.,Alaria,Dictatorship Supporters
I secretly provide safe passage for those fleeing persecution.,Torzan,Resistance Facilitators
Law and order are more important than dissent; I stand with our leadership.,Zinria,Dictatorship Supporters
We are building a future where unity is ensured through strong central control.,Nivlin,Dictatorship Elite
Law and order are more important than dissent; I stand with our leadership.,Zinria,Dictatorship Supporters
Law and order are more important than dissent; I stand with our leadership.,Nivria,Dictatorship Supporters
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Soroth,Fence Sitters
I manage local affairs to implement the directives of our national leadership.,Marria,Dictatorship Facilitators
Law and order are more important than dissent; I stand with our leadership.,Marder,Dictatorship Supporters
Our leadership's wisdom is the guiding light of our nation's prosperity.,Torlin,Dictatorship Elite
Law and order are more important than dissent; I stand with our leadership.,Alaria,Dictatorship Supporters
I manage local affairs to implement the directives of our national leadership.,Ellin,Dictatorship Facilitators
I secretly provide safe passage for those fleeing persecution.,Alaria,Resistance Facilitators
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Torvek,Fence Sitters
I manage local affairs to implement the directives of our national leadership.,Nivder,Dictatorship Facilitators
People must be free to speak their minds without fear of punishment.,Zinzan,Anti-Dictator Activists
I manage local affairs to implement the directives of our national leadership.,Alavek,Dictatorship Facilitators
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Torder,Fence Sitters
Law and order are more important than dissent; I stand with our leadership.,Alader,Dictatorship Supporters
People must be free to speak their minds without fear of punishment.,Nivder,Anti-Dictator Activists
We work hard to ensure compliance with the expectations of the central government.,Zinria,Dictatorship Facilitators
